SENT	1579E-SHIR,8.3
1	sir	H	סיר	syr	song
75	in	PRO	אין	AyN	_
76	titn	VB	טיטן	tytN	_
77	ver	WPRO	װער	Ver	_
78	vert	RDF	װערט	Vert	_
79	kenn	MD	קענן	kenN	_
80	bishtin	VB	בישטין	by$tyN	_
81	kign	P	קיגן	kygN	_
82	dir	PRO	דיר	dyr	_

SENT	1579E-SHIR,8.11
1	vau	WADV	װאַו	VAav	_
2	du	PRO	דו	dv	_
3	nit	NEG	ניט	nyt	_
4	verst	RDF	װערסט	Verst	_
5	zeyn	PRO$	זײן	zYN	_
6	tshubh	N	טשובה	t$vbh	_
7	antfngin	VB	אַנטפֿנגין	AantfngyN	_
8	vi	WADV	װי	Vy	_
9	vern	RDF	װערן	VerN	_
10	den	ADV	דען	deN	_
11	di	D	די	dy	_
12	durut	N	דורוט	dvrvt	_
13	dr_nakh	DR+P	דר_נאַך	dr_nAaX	_
14	bishtin	VB	בישטין	by$tyN	_

SENT	1579E-SHIR,8.12
1	azu	ADV	אַזו	Aazv	_
2	bld	ADV	בלד	bld	_
3	vr_gab	VBF	װר_גאַב	Vr_gAab	_
4	im	PRO	אים	AyM	_
5	gut	NPR	גוט	gvt	_
6	itbrkh	H	איטברך	AytbrX	may_be_blessed
7	zeyni	PRO$	זײני	zYny	_
8	zind	N	זינד	zynd	_

SENT	1579E-SHIR,8.13
1	un'	CONJ	אונ'	Avn'	_
2	lis	VBF	ליס	lys	_
3	im	PRO	אים	AyM	_
4	lebn	VB	לעבן	lebN	_
5	toyzint	NUM	טױזינט	tWzynt	_
6	yar	N	יאַר	yAar	_

SENT	1579E-SHIR,8.14
1	an	P	אַן	AaN	_
2	zibtsik	NUM	זיבציק	zybqyk	_
3	yar	N	יאַר	yAar	_
4	di	D	די	dy	_
5	hat	HVF	האַט	hAat	_
6	er	PRO	ער	er	_
7	eyn_vek	ADV	אײנ_װעק	AYn_Vek	_
8	gishenkt	VBN	גישענקט	gy$enkt	_
9	dud	NPR	דוד	dvd	_
10	hmlkh	H	המלך	hmlX	the_king
11	der	WPRO	דער	der	_
12	da	ADV	דאַ	dAa	_
13	hat	HVF	האַט	hAat	_
14	zalin	MDN-IPP	זאַלין	zAalyN	_
15	zeyn	VB	זײן	zYN	_
16	eyn	D	אײן	AYN	_
17	npl	N	נפּל	npl	_

SENT	1579E-SHIR,8.15
1	azu	ADV	אַזו	Aazv	_
2	hat	HVF	האַט	hAat	_
3	der	D	דער	der	_
4	heylig	ADJ	הײליג	hYlyg	_
5	shbt	NPR	שבט	$bt	_
6	gihltn	VBN	גיהלטן	gyhltN	_
7	den	D	דען	deN	_
8	gutn	ADJ	גוטן	gvtN	_
9	adm	NPR	אַדם	AadM	_
10	hrashun	H	הראַשון	hrAa$vN	the_first
11	bey	P	בײ	bY	_
12	zeynm	PRO$	זײנם	zYnM	_
13	lebn	N	לעבן	lebN	_

SENT	1579E-SHIR,8.16
1	er	PRO	ער	er	_
2	ver	BEF	װער	Ver	_
3	zunst	ADV	זונסט	zvnst	_
4	den	D	דען	deN	_
5	zelbign	ADJ	זעלביגן	zelbygN	_
6	tag	N	תּג	Tg	_
7	gishtarbn	VBN	גישטאַרבן	gy$tAarbN	_

SENT	1579E-SHIR,8.17
1	azu	ADV	אַזו	Aazv	_
2	bald	ADV	באַלד	bAald	_
3	hub	VBF	הוב	hvb	_
4	an	RP	אַן	AaN	_
5	adm	NPR	אַדם	AadM	_
6	hrashun	H	הראַשון	hrAa$vN	the_first

SENT	1579E-SHIR,8.18
1	un'	CONJ	אונ'	Avn'	_
2	zang	VBF	זאַנג	zAang	_

SENT	1579E-SHIR,8.19
1	un'	CONJ	אונ'	Avn'	_
2	lubit	VBF	לוביט	lvbyt	_
3	gut	NPR	גוט	gvt	_
4	den	D	דען	deN	_
5	almekhtign	ADJ	אַלמעכטיגן	AalmextygN	_
6	az	C	אַז	Aaz	_
7	der	D	דער	der	_
8	psuk	N	פּסוק	psvk	_
9	git	VBF	גיט	gyt	_

SENT	1579E-SHIR,8.20
1	das	D	דת	dS	_
2	iz	VBF	איז	Ayz	_
3	deytsh	N	דײטש	dYt$	_
4	eyn	D	אײן	AYN	_
5	mzmur	N	מזמור	mzmvr	_
6	zang	VBF	זאַנג	zAang	_
7	der_fun	DR+P	דער_פֿון	der_fvN	_
8	vegn	P	װעגן	VegN	_
9	d...	D	ד...	d...	_
10	yum	H	יום	yvM	day
11	hsbt	H	הסבט	hsbt	the_Sabbath
12	az	C	אַז	Aaz	_
13	nun	ADV	נ	n	_
14	der	D	דער	der	_
15	mzmur	N	מזמור	mzmvr	_
16	veytr	ADV	װײטר	VYtr	_
17	git	VBF	גיט	gyt	_

SENT	1579E-SHIR,8.21
1	es	ES	עס	es	_
2	iz	VBF	איז	Ayz	_
3	gut	ADJ	גוט	gvt	_
4	tsu	TO	צו	qv	_
5	lubn	VB	לובן	lvbN	_
6	tsu	P	צו	qv	_
7	gut	NPR	גוט	gvt	_

SENT	1579E-SHIR,8.22
1	...	PUNC	...	...	_
2	zingn	VB	זינגן	zyngN	_
3	tsu	P	צו	qv	_
4	deynm	PRO$	דײנם	dYnM	_
5	namn	N	נאַמן	nAamN	_
6	du	PRO	דו	dv	_
7	ibrstr	ADJ	איברסטר	Aybrstr	_

SENT	1579E-SHIR,8.23
1	un'	CONJ	אונ'	Avn'	_
2	der_nakh	DR+P	דער_נאַך	der_nAaX	_
3	st...	X	סט...	st...	_

SENT	1579E-SHIR,9.25
1	das	D	דת	dS	_
2	iz	VBF	איז	Ayz	_
3	deytsh	N	דײטש	dYt$	_
4	...	PUNC	...	...	_
5	gar	ADV	גאַר	gAar	_
6	groys	ADJ	גרױס	grWs	_
7	zeyn	VBF	זײן	zYN	_
8	deyni	PRO$	דײני	dYny	_
9	verk	N	װערק	Verk	_
10	du	PRO	דו	dv	_
11	gut	NPR	גוט	gvt	_

SENT	1579E-SHIR,9.26
1	un'	CONJ	אונ'	Avn'	_
2	vi	ADV	װי	Vy	_
3	zer	ADV	זער	zer	_
4	zeyn	VBF	זײן	zYN	_
5	zi	PRO	זי	zy	_
6	tif	ADJ	טיף	tyF	_
7	deyni	PRO$	דײני	dYny	_
8	gidnkin	N	גידנקין	gydnkyN	_

SENT	1579E-SHIR,9.27
1	das	D	דת	dS	_
2	meynt	VBF	מײנט	mYnt	_
3	azu	ADV	אַזו	Aazv	_
4	dz	C	דז	dz	_
5	du	PRO	דו	dv	_
6	hast	HVF	האַסט	hAast	_
7	gimakht	VBN	גימאַכט	gymAaxt	_
8	in	P	אין	AyN	_
9	di	D	די	dy	_
10	erstn	ADJ	ערסטן	erstN	_
11	zekhs	NUM	זעכס	zexs	_
12	tagin	N	טאַגין	tAagyN	_
13	dz	C	דז	dz	_
14	du	PRO	דו	dv	_
15	hast	HVF	האַסט	hAast	_
16	bishafin	VBN	בישאַפֿין	by$AafyN	_
17	di	D	די	dy	_
18	velt	N	װעלט	Velt	_
19	dz	C	דז	dz	_
20	di	D	די	dy	_
21	velt	N	װעלט	Velt	_
22	nit	NEG	ניט	nyt	_
23	kan	MDF	ק"ן	k"N	_
24	zeyn	VB	זײן	zYN	_
25	an	P	אַן	AaN	_
26	zindn	N	זינדן	zyndN	_

SENT	1579E-SHIR,9.28
1	da	ADV	דאַ	dAa	_
2-3	hastu	HVF~PRO	האַסטו	hAastv	_
2	has	HVF	האַס	hAas	_
3	tu	PRO	טו	tv	_
4	gebn	VBN	געבן	gebN	_
5	di	D	די	dy	_
6	tshubh	N	טשובה	t$vbh	_

SENT	1579E-SHIR,9.29
1	der_mit	DR+P	דער_מיט	der_myt	_
2	zalin	MDF	זאַלין	zAalyN	_
3	zeyni	PRO$	זײני	zYny	_
4	zind	N	זינד	zynd	_
5	ab	RP	אַב	Aab	_
6	gimekt	VAN	גימעקט	gymekt	_
7	verin	RD	װערין	VeryN	_
8	un'	CONJ	אונ'	Avn'	_
9	fr_gebn	VAN	פֿר_געבן	fr_gebN	_
10	zeyn	BE	זײן	zYN	_

SENT	1579E-SHIR,9.30
1	drum	DR+P	דרום	drvM	_
2	var	VBF	װאַר	VAar	_
3	der	D	דער	der	_
4	gut	ADJ	גוט	gvt	_
5	adm	NPR	אַדם	AadM	_
6	frilikh	ADJ	פֿריליך	frylyX	_

SENT	1579E-SHIR,9.31
1	un'	CONJ	אונ'	Avn'	_
2	zang	VBF	זאַנג	zAang	_
3	den	D	דען	deN	_
4	mzmur	N	מזמור	mzmvr	_
5	fun	P	פֿון	fvN	_
6	vegn	N	װעגן	VegN	_
7	den	D	דען	deN	_
8	sbt	N	סבט	sbt	_

SENT	1579E-SHIR,9.32
1	das	D	דת	dS	_
2	andr	ADJ	אַנדר	Aandr	_
3	gizang	N	גיזאַנג	gyzAang	_
4	hat	HVF	האַט	hAat	_
5	gizungn	VBN	גיזונגן	gyzvngN	_
6	mshh	NPR	משה	m$h	_
7	rbinu	H	רבינו	rbynv	rabbi_our
8	eliu	H	עליִו	elyiv	on_him
9	hshlum	H	השלום	h$lvM	the_peace
10	mit	P	מיט	myt	_
11	isral	NPR	איסראַל	AysrAal	_
12	da	C	דאַ	dAa	_
13	in	PRO	אין	AyN	_
14	gut	NPR	גוט	gvt	_
15	it	H	איט	Ayt	may_be_blessed
16	hat	HVF	האַט	hAat	_
17	gishpaltin	VBN	גישפּאַלטין	gy$pAaltyN	_
18	daz	D	דאַז	dAaz	_
19	groys	ADJ	גרױס	grWs	_
20	mir	N	מיר	myr	_
21	un'	CONJ	אונ'	Avn'	_
22	zi	PRO	זי	zy	_
23	gingn	VBF	גינגן	gyngN	_
24	trukin	ADJ	טרוקין	trvkyN	_
25	fus	N	פֿוס	fvs	_
26	durkh	P	דורך	dvrX	_
27	das	D	דת	dS	_
28	tifi	ADJ	טיפֿי	tyfy	_
29	mir	N	מיר	myr	_

SENT	1579E-SHIR,9.33
1	un'	CONJ	אונ'	Avn'	_
2	di	D	די	dy	_
3	feynt	N	פֿײנט	fYnt	_
4	di	D	די	dy	_
5	mtsreym	NPR	מצרײם	mqrYM	_
6	valtin	MDF	װאַלטין	VAaltyN	_
7	akh	ADV	אַך	AaX	_
8	nakh	RP	נ"ך	n"X	_
9	gin	VB	גין	gyN	_

SENT	1579E-SHIR,9.34
1	un'	CONJ	אונ'	Avn'	_
2	valtn	MDF	װאַלטן	VAaltN	_
3	di	D	די	dy	_
4	isral	NPR	איסראַל	AysrAal	_
5	titn	VB	טיטן	tytN	_

SENT	1579E-SHIR,9.35
1	da	ADV	דאַ	dAa	_
2	frk...	VBF	פֿרק...	frk...	_
3	gut	NPR	גוט	gvt	_
4	it	H	איט	Ayt	may_be_blessed
5	vidr	ADV	װידר	Vydr	_
6	oyf	P	אױף	AWF	_
7	zi	PRO	זי	zy	_
8	das	D	דת	dS	_
9	vasr	N	װאַסר	VAasr	_

SENT	1579E-SHIR,9.36
1	un'	CONJ	אונ'	Avn'	_
2	di	D	די	dy	_
3	feynt	N	פֿײנט	fYnt	_
4	mtsreym	NPR	מצרײם	mqrYM	_
5	zi	PRO	זי	zy	_
6	der_trankn	VBF	דער_טראַנקן	der_trAankN	_

SENT	1579E-SHIR,9.37
1	zakhn	VBF	זאַכן	zAaxN	_
2	di	D	די	dy	_
3	isri	N	איסרי	Aysry	_

SENT	1579E-SHIR,9.38
1	un	CONJ	און	AvN	_
2	zi	PRO	זי	zy	_
3	hubn	VBF	הובן	hvbN	_
4	an	RP	אַן	AaN	_
5	tsu	TO	צו	qv	_
6	zingn	VB	זינגן	zyngN	_
7	mit	P	מיט	myt	_
8	anndr	PRO	אַננדר	Aanndr	_
9	az	C	אַז	Aaz	_
10	der	D	דער	der	_
11	psu'	N	פּסו'	psv'	_
12	git	VBF	גיט	gyt	_

SENT	1579E-SHIR,9.39
1	das	D	דת	dS	_
2	iz	VBF	איז	Ayz	_
3	deytsh	N	דײטש	dYt$	_
4	den	D	דען	deN	_
5	zang	VBF	זאַנג	zAang	_
6	msh	NPR	מש	m$	_
7	un'	CONJ	אונ'	Avn'	_
8	di	D	די	dy	_
9	kindr	N	קינדר	kyndr	_
10	isral	NPR	איסראַל	AysrAal	_

SENT	1579E-SHIR,9.40
1	das	D	דת	dS	_
2	drit	ADJ	דריט	dryt	_
3	gizang	N	גיזאַנג	gyzAang	_
4	za{ng}	VBF	זאַ{נג}	zAa{ng}	_
5	...	PUNC	...	...	_
6	isral	NPR	איסראַל	AysrAal	_
7	da	C	דאַ	dAa	_
8	gut	NPR	גוט	gvt	_
9	it	H	איט	Ayt	may_be_blessed
10	gab	VBF	גאַב	gAab	_
11	in	PRO	אין	AyN	_
12	den	D	דען	deN	_
13	brun	N	ברון	brvN	_
14	in	P	אין	AyN	_
15	der	D	דער	der	_
16	mdbr	N	מדבר	mdbr	_

SENT	1579E-SHIR,9.41
1	den	CONJ	דען	deN	_
2	da	C	דאַ	dAa	_
3	di	D	די	dy	_
4	amureym	N	אַמורײם	AamvrYM	_
5	hurt	VBF	הורט	hvrt	_
6	...	PUNC	...	...	_
7	...	PUNC	...	...	_
8	hut	HVF	הוט	hvt	_
9	di	D	די	dy	_
10	isral	NPR	איסראַל	AysrAal	_
11	dr_lizt	VBN	דר_ליזט	dr_lyzt	_
12	fun	P	פֿון	fvN	_
13	mtsrim	NPR	מצרים	mqryM	_
14	un'	CONJ	אונ'	Avn'	_
15	er	PRO	ער	er	_
16	firt	VBF	פֿירט	fyrt	_
17	zi	PRO	זי	zy	_
18	in	P	אין	AyN	_
19	der	D	דער	der	_
20	mdbr	N	מדבר	mdbr	_
21	un'	CONJ	אונ'	Avn'	_
22	vil	MDF	װיל	Vyl	_
23	...	PUNC	...	...	_
24	das	D	דת	dS	_
25	heylig	ADJ	הײליג	hYlyg	_
26	lnd	N	לנד	lnd	_
27	da	ADV	דאַ	dAa	_
28	hubn	VBF	הובן	hvbN	_
29	zi	PRO	זי	zy	_
30	zikh	PRO	זיך	zyX	_
31	oyf	RP	אױף	AWF	_
32	di	D	די	dy	_
33	amurim	NPR	אַמורים	AamvryM	_
34	fun	P	פֿון	fvN	_
35	arts	N	אַרץ	AarQ	_
36	isral	NPR	איסראַל	AysrAal	_
37	un	CONJ	און	AvN	_
38	...	PUNC	...	...	_
39	lnd	N	לנד	lnd	_
40	muab	NPR	מואַב	mvAab	_

SENT	1579E-SHIR,9.42
1	da	ADV	דאַ	dAa	_
2	varn	VBF	װאַרן	VAarN	_
3	tsvey	NUM	צװײ	qVY	_
4	hukh	ADJ	הוך	hvX	_
5	berg	N	בערג	berg	_
6	gign	P	גיגן	gygN	_
7	anndr	PRO	אַננדר	Aanndr	_

SENT	1579E-SHIR,9.43
1	eynr	PRO	אײנר	AYnr	_
2	ver	VBF	װער	Ver	_
3	spitsg	ADJ	ספּיצג	spyqg	_

SENT	1579E-SHIR,9.44
1	un	CONJ	און	AvN	_
2	in	P	אין	AyN	_
3	den	D	דען	deN	_
4	andrn	ADJ	אַנדרן	AandrN	_
5	var	VBF	װאַר	VAar	_
6	eyn	D	אײן	AYN	_
7	grus	ADJ	גרוס	grvs	_
8	hil	N	היל	hyl	_

SENT	1579E-SHIR,9.45
1	un'	CONJ	אונ'	Avn'	_
2	eyn	D	אײן	AYN	_
3	grusr	ADJ	גרוסר	grvsr	_
4	tal	N	טל	tl	_
5	var	VBF	װאַר	VAar	_
6	tsvishn	P	צװישן	qVy$N	_
7	den	D	דען	deN	_
8	ts{vey}	ADJ	צ{װײ}	q{VY}	_
9	berg	N	בערג	berg	_
10	di	D	די	dy	_
11	hukhin	ADJ	הוכין	hvxyN	_

SENT	1579E-SHIR,9.46
1	un'	CONJ	אונ'	Avn'	_
2	in	P	אין	AyN	_
3	tal	N	טל	tl	_
4	var	VBF	װאַר	VAar	_
5	der	D	דער	der	_
6	veg	N	װעג	Veg	_
7	dz	C	דז	dz	_
8	di	D	די	dy	_
9	isral	NPR	איסראַל	AysrAal	_
10	gin	VB	גין	gyN	_
11	zaltin	MDF	זאַלטין	zAaltyN	_
12	un'	CONJ	אונ'	Avn'	_
13	{...}rn	VBF	{...}רן	{...}rN	_
14	in	P	אין	AyN	_
15	arts	N	אַרץ	AarQ	_
16	isral	NPR	איסראַל	AysrAal	_

SENT	1579E-SHIR,9.47
1	da	ADV	דאַ	dAa	_
2	sprakhin	VBF	ספּראַכין	sprAaxyN	_
3	di	D	די	dy	_
4	amureym	N	אַמורײם	AamvrYM	_
5	ven	C	װען	VeN	_
6	di	D	די	dy	_
7	isral	NPR	איסראַל	AysrAal	_
8	vern	RDF	װערן	VerN	_
9	gin	VB	גין	gyN	_
10	u...	X	או...	Av...	_
11	in	P	אין	AyN	_
12	veg	N	װעג	Veg	_
13	tsvishn	P	צװישן	qVy$N	_
14	di	D	די	dy	_
15	tsvey	NUM	צװײ	qVY	_
16	hukhi	ADJ	הוכי	hvxy	_
17	berg	N	בערג	berg	_
18	da	ADV	דאַ	dAa	_
19	veln	MDF	װעלן	VelN	_
20	mir	PRO	מיר	myr	_
21	zi	PRO	זי	zy	_
22	mit	P	מיט	myt	_
23	shteynr	N	שטײנר	$tYnr	_
24	verfn	VB	װערפֿן	VerfN	_
25	hrab	ADV	הראַב	hrAab	_
26	{oyf}	P	{אױף}	{AWF}	_
27	zi	PRO	זי	zy	_

SENT	1579E-SHIR,9.48
1	un'	CONJ	אונ'	Avn'	_
2	zi	PRO	זי	zy	_
3	gingn	VBF	גינגן	gyngN	_
4	di	D	די	dy	_
5	amurim	NPR	אַמורים	AamvryM	_

SENT	1579E-SHIR,9.49
1	un	CONJ	און	AvN	_
2	fr_bergitn	VBF	פֿר_בערגיטן	fr_bergytN	_
3	zikh	PRO	זיך	zyX	_
4	in	P	אין	AyN	_
5	di	D	די	dy	_
6	hil	N	היל	hyl	_
7	oyf	P	אױף	AWF	_
8	den	D	דען	deN	_
9	hukhn	ADJ	הוכן	hvxN	_
10	be...	N	בע...	be...	_

SENT	1579E-SHIR,9.50
1	un'	CONJ	אונ'	Avn'	_
2	dr	D	דר	dr	_
3	andr	ADJ	אַנדר	Aandr	_
4	hukh	ADJ	הוך	hvX	_
5	spitsig	ADJ	ספּיציג	spyqyg	_
6	berg	N	בערג	berg	_
7	ver	VBF	װער	Ver	_
8	kign_ibr	ADV	קיגנ_יבר	kygn_ybr	_
9	nit	NEG	ניט	nyt	_
10	veyt	ADV	װײט	VYt	_
11	fun	P	פֿון	fvN	_
12	dr	D	דר	dr	_
13	hil	N	היל	hyl	_

SENT	1579E-SHIR,9.51
1	ven	C	װען	VeN	_
2	{eyner}	PRO	{אײנער}	{AYner}	_
3	shtund	VBF	שטונד	$tvnd	_
4	{oy}f	P	{אױ}פֿ	{AW}f	_
5	den	D	דען	deN	_
6	berg	N	בערג	berg	_
7	da	ADV	דאַ	dAa	_
8	kent	MDF	קענט	kent	_
9	er	PRO	ער	er	_
10	mit	P	מיט	myt	_
11	eynm	PRO	אײנם	AYnM	_
12	ridn	VB	רידן	rydN	_
13	der	WPRO	דער	der	_
14	da	ADV	דאַ	dAa	_
15	shtund	VBF	שטונד	$tvnd	_
16	gign_{ibr}	ADV	גיגנ_{איבר}	gygn_{Aybr}	_
17	{oy}f	P	{אױ}פֿ	{AW}f	_
18	den	D	דען	deN	_
19	{andr}	ADJ	{אַנדר}	{Aandr}	_
20	{b}erg	N	{ב}ערג	{b}erg	_

SENT	1579E-SHIR,9.52
1	un	CONJ	און	AvN	_
2	da	C	דאַ	dAa	_
3	zikh	PRO	זיך	zyX	_
4	di	D	די	dy	_
5	amureym	N	אַמורײם	AamvrYM	_
6	di	D	די	dy	_
7	feynt	N	פֿײנט	fYnt	_
8	htin	HVF	הטין	htyN	_
9	nun	ADV	נ	n	_
10	azu	ADV	אַזו	Aazv	_
11	eyn	D	אײן	AYN	_
12	m...	N	מ...	m...	_
13	gimkht	VBN	גימכט	gymxt	_
14	...kh	X	...כ	...x	_
15	zikh	PRO	זיך	zyX	_
16	fr_bargin	VBN	פֿר_באַרגין	fr_bAargyN	_
17	in	P	אין	AyN	_
18	di	D	די	dy	_
19	hil	N	היל	hyl	_
20	oyf	P	אױף	AWF	_
21	den	D	דען	deN	_
22	berg	N	בערג	berg	_

SENT	1579E-SHIR,9.53
1	un'	CONJ	אונ'	Avn'	_
2	di	D	די	dy	_
3	{isral}	N	{איסראַל}	{AysrAal}	_
4	gingn	VBF	גינגן	gyngN	_
5	..._veg	ADV	..._װעג	..._Veg	_
6	tsvishn	P	צװישן	qVy$N	_
7	den	D	דען	deN	_
8	tsvey	NUM	צװײ	qVY	_
9	hukhn	ADJ	הוכן	hvxN	_
10	bergn	N	בערגן	bergN	_

SENT	1579E-SHIR,9.54
1	un'	CONJ	אונ'	Avn'	_
2	vaustn	VBF	װאַוסטן	VAavstN	_
3	fun	P	פֿון	fvN	_
4	niks	Q	ניקס	nyks	_

SENT	1579E-SHIR,9.55
1	gin	X	גין	gyN	_
2	di	WPRO	די	dy	_
3	zikh	PRO	זיך	zyX	_
4	di	ADV	די	dy	_
5	htin	HVF	הטין	htyN	_
6	ubn	ADV	אובן	AvbN	_
7	vr_bargin	VBN	װר_באַרגין	Vr_bAargyN	_

SENT	1579E-SHIR,10.57
1	da	ADV	דאַ	dAa	_
2	mkhit	VBF	מכיט	mxyt	_
3	gut	NPR	גוט	gvt	_
4	it	H	איט	Ayt	may_be_blessed
5	dz	C	דז	dz	_
6	zikh	PRO	זיך	zyX	_
7	der	D	דער	der	_
8	shpitsig	ADJ	שפּיציג	$pyqyg	_
9	berg	N	בערג	berg	_
