SENT	1910E-GRINE-FELDER,63.3
1	ershter	ADJ	ערשטער	er$ter	_
56	tseshneydt	VBF	צעשנײדט	qe$nYdt	_
57	kartofl	N	קאַרטאָפֿל	kAartAofl	_
58	in	P	אין	AyN	_
59	tsvayen	NUM	צװײַען	qVYaeN	_
60	.	PUNC	.	.	_
61	dovid	NPR	דוד	dvd	_
62	noyekh	NPR	נח	nH	_
63	kumt	VBF	קומט	kvmt	_
64	on	RP	אָן	AoN	_
65	fun	P	פֿון	fvN	_
66	gortn	N	גאָרטן	gAortN	_
67	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.4
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	vos	INTJ	װאָס	VAos	_
4	,	PUNC	,	,	_
5	shoyn	ADV	שױן	$WN	_
6	ingantsn	ADV	אינגאַנצן	AyngAanqN	_
7	farzetst	VBN	פֿאַרזעצט	fAarzeqt	_
8	azoy	ADV	אַזױ	AazW	_
9	gikh	ADV	גיך	gyX	_
10	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,63.5
1	dovid	NPR	דוד	dvd	_
2	noyekh	NPR	נח	nH	_
3	:	PUNC	:	:	_
4	khe	INTJ	כע	xe	_
5	,	PUNC	,	,	_
6	stere	NPR	סטערע	stere	_
7	iz	BEF	איז	Ayz	_
8	gekumen	VBN	געקומען	gekvmeN	_
9	fleysn	VB	פֿלײסן	flYsN	_
10	zikh	PRO	זיך	zyX	_
11	,	PUNC	,	,	_
12	ver	WPRO	װער	Ver	_
13	frier	ADVR	פֿריִער	fryier	_
14	vet	MDF	װעט	Vet	_
15	kontshen	VB	קאָנטשען	kAont$eN	_
16	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.6
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	stere	NPR	סטערע	stere	_
4	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,63.7
1	a	D	אַ	Aa	_
2	balones	N	בעלנות	belnvS	_
3	geven	VBN	געװען	geVeN	_
4	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.8
1	dovid	NPR	דוד	dvd	_
2	noyekh	NPR	נח	nH	_
3	:	PUNC	:	:	_
4	a	D	אַ	Aa	_
5	vazhne	ADJ	װאַזשנע	VAaz$ne	_
6	moyd	N	מױד	mWd	_
7	,	PUNC	,	,	_
8	mer	QR	מער	mer	_
9	berye	N	בריה	bryh	_
10	fun	P	פֿון	fvN	_
11	tsinen	NPR	צינען	qyneN	_
12	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.9
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	veln	MDF	װעלן	VelN	_
4	mir	PRO	מיר	myr	_
5	nokh	ADV	נאָך	nAoX	_
6	zen	VB	זען	zeN	_
7	take	ADV	טאַקע	tAake	_
8	,	PUNC	,	,	_
9	ver	WPRO	װער	Ver	_
10-11	s'vet	ES~MDF	ס'װעט	s'Vet	_
10	s'	ES	ס'	s'	_
11	vet	MDF	װעט	Vet	_
12	a	D	אַ	Aa	_
13	besern	ADJR	בעסערן	beserN	_
14	shidekh	N	שידוך	$ydvX	_
15	ton	VB	טאָן	tAoN	_
16	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.10
1	dovid	NPR	דוד	dvd	_
2	noyekh	NPR	נח	nH	_
3	:	PUNC	:	:	_
4	horevet	VBF	האָרעװעט	hAoreVet	_
5	vi	P	װי	Vy	_
6	an	D	אַן	AaN	_
7	eyzl	N	אײזל	AYzl	_
8	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.11
1	ikh	PRO	איך	AyX	_
2	volt	VLF	װאָלט	VAolt	_
3	nisht	NEG	נישט	ny$t	_
4	sdonzhen	VB	סדאָנזשען	sdAonz$eN	_
5	aza	ADJ	אַזאַ	AazAa	_
6	zakh	N	זאַך	zAaX	_
7	tsu	TO	צו	qv	_
8	dzhvigen	VB	דזשװיגען	dz$VygeN	_
9	oyf	P	אױף	AWF	_
10	di	D	די	dy	_
11	pleytses	N	פּלײצעס	plYqes	_
12	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.12
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	keyn	Q	קײן	kYN	_
4	eyn-hore	N	עין-הרע	eyN-hre	_
5	,	PUNC	,	,	_
6	blut	N	בלוט	blvt	_
7	un	CONJ	און	AvN	_
8	milkh	N	מילך	mylX	_
9	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.13
1	vos	WPRO	װאָס	VAos	_
2-3	meynstu	VBF~PRO	מײנסטו	mYnstv	_
2	meyns	VBF	מײנסט	mYnst	_
3	tu	PRO	דו	dv	_
4	,	PUNC	,	,	_
5	take	ADV	טאַקע	tAake	_
6	a	D	אַ	Aa	_
7	groyse	ADJ	גרױסע	grWse	_
8	hilf	N	הילף	hylF	_
9	far	P	פֿאַר	fAar	_
10	elkonen	NPR	אלקנהן	AlknhN	_
11	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.14
1	dovid	NPR	דוד	dvd	_
2	noyekh	NPR	נח	nH	_
3	:	PUNC	:	:	_
4	dos	D	דאָס	dAos	_
5	zog	VBF	זאָג	zAog	_
6	ikh	PRO	איך	AyX	_
7	dokh	ADV	דאָך	dAoX	_
8	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.15
1	un	CONJ	און	AvN	_
2	az	C	אַז	Aaz	_
3	zi	PRO	זי	zy	_
4	kumt	VBF	קומט	kvmt	_
5	aher	ADV	אַהער	Aaher	_
6	tsu	TO	צו	qv	_
7	krikhn	VB	קריכן	kryxN	_
8	azoy	ADV	אַזױ	AazW	_
9	ofter	ADVR	אָפֿטער	Aofter	_
10	,	PUNC	,	,	_
11	muz	MDF	מוז	mvz	_
12	dokh	ADV	דאָך	dAoX	_
13	es	PRO	עס	es	_
14	epes	Q	עפּעס	epes	_
15	bataytn	VB	באַטײַטן	bAatYatN	_
16	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.16
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	elkone	NPR	אלקנה	Alknh	_
4	volt	VLF	װאָלט	VAolt	_
5	kheyshek	N	חשק	H$k	_
6	hobn	VB	האָבן	hAobN	_
7	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.17
1	dovid	NPR	דוד	dvd	_
2	noyekh	NPR	נח	nH	_
3	:	PUNC	:	:	_
4	khe-khe	INTJ	כע-כע	xe-xe	_
5	,	PUNC	,	,	_
6	du	PRO	דו	dv	_
7	meynst	VBF	מײנסט	mYnst	_
8	take	ADV	טאַקע	tAake	_
9	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,63.18
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	elkone	NPR	אלקנה	Alknh	_
4	,	PUNC	,	,	_
5-6	meynstu	VBF~PRO	מײנסטו	mYnstv	_
5	meyns	VBF	מײנסט	mYnst	_
6	tu	PRO	דו	dv	_
7	,	PUNC	,	,	_
8	volt	VLF	װאָלט	VAolt	_
9	nisht	NEG	נישט	ny$t	_
10	veln	VB	װעלן	VelN	_
11	hersh	NPR	הערש	her$	_
12	bern	NPR	בערן	berN	_
13	far	P	פֿאַר	fAar	_
14	an	D	אַן	AaN	_
15	eydem	N	אײדעם	AYdeM	_
16	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,63.19
1	er	PRO	ער	er	_
2	volt	VLF	װאָלט	VAolt	_
3	shoyn	ADV	שױן	$WN	_
4	efsher	ADV	אפֿשר	Af$r	_
5	ergets	ADV	ערגעץ	ergeQ	_
6	nadn	N	נדן	ndN	_
7	oykh	ADV	אױך	AWX	_
8-9	oysgekratst	RP~VBN	אױסגעקראַצט	AWsgekrAaqt	_
8	oys	RP	אױס	AWs	_
9	gekratst	VBN	געקראַצט	gekrAaqt	_
10	...	PUNC	...	...	_

SENT	1910E-GRINE-FELDER,63.20
1	kh'lebn	INTJ	כ'לעבן	x'lebN	_
2	,	PUNC	,	,	_
3	zey	PRO	זײ	zY	_
4	geyen	VBF	גײען	gYeN	_
5	aher	ADV	אַהער	Aaher	_
6	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.21
1	elkone	NPR	אלקנה	Alknh	_
2	un	CONJ	און	AvN	_
3	gitl	NPR	גיטל	gytl	_
4	kumen	VBF	קומען	kvmeN	_
5	on	RP	אָן	AoN	_
6	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.22
1	skotsl	NPR	סקאָצל	skAoql	_
2	kumt	VBF	קומט	kvmt	_
3	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.23
1	dovid	NPR	דוד	dvd	_
2	noyekh	NPR	נח	nH	_
3	:	PUNC	:	:	_
4	vuhin	ADV	װוּהין	VUhyN	_
5-6	forstu	VBF~PRO	פֿאָרסטו	fAorstv	_
5	fors	VBF	פֿאָרסט	fAorst	_
6	tu	PRO	דו	dv	_
7	,	PUNC	,	,	_
8	elkone	NPR	אלקנה	Alknh	_
9	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,63.24
1	elkone	NPR	אלקנה	Alknh	_
2	:	PUNC	:	:	_
3	a	D	אַ	Aa	_
4	got-helf	N	גאָט-העלף	gAot-helF	_
5	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.25
1-2	kh'veys	PRO~VBF	כ'װײס	x'VYs	_
1	kh'	PRO	כ'	x'	_
2	veys	VBF	װײס	VYs	_
3	,	PUNC	,	,	_
4	gevor	RP-ADJ	געװאָר	geVAor	_
5	vern	VB	װערן	VerN	_
6	,	PUNC	,	,	_
7	vos	WPRO	װאָס	VAos	_
8	men	PRO	מען	meN	_
9	hert	VBF	הערט	hert	_
10	epes	Q	עפּעס	epes	_
11	in	P	אין	AyN	_
12	der	D	דער	der	_
13	velt	N	װעלט	Velt	_
14	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.26
1-2	kh'veys	PRO~VBF	כ'װײס	x'VYs	_
1	kh'	PRO	כ'	x'	_
2	veys	VBF	װײס	VYs	_
3	,	PUNC	,	,	_
4	a	D	אַ	Aa	_
5	bisl	N	ביסל	bysl	_
6	zikh	PRO	זיך	zyX	_
7-8	durkhforn	RP~VB	דורכפֿאָרן	dvrxfAorN	_
7	durkh	RP	דורכ	dvrx	_
8	forn	VB	פֿאָרן	fAorN	_
9	in	P	אין	AyN	_
10	di	D	די	dy	_
11	derfer	N	דערפֿער	derfer	_
12	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.27
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	vos	WPRO	װאָס	VAos	_
4	makht	VBF	מאַכט	mAaxt	_
5	epes	Q	עפּעס	epes	_
6	di	D	די	dy	_
7	beheyme	N	בהמה	bhmh	_
8	,	PUNC	,	,	_

SENT	1910E-GRINE-FELDER,63.28
1	hinkt	VBF	הינקט	hynkt	_
2	nokh	ADV	נאָך	nAoX	_
3	alts	ADV	אַלץ	AalQ	_
4	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,63.29
1	gitl	NPR	גיטל	gytl	_
2	:	PUNC	:	:	_
3	ven	C	װען	VeN	_
4	nor	FP	נאָר	nAor	_
5	dos	D	דאָס	dAos	_
6	aleyn	ADV	אַלײן	AalYN	_
7	volt	VLF	װאָלט	VAolt	_
8	geven	VBN	געװען	geVeN	_
9	,	PUNC	,	,	_
10	volt	VLF	װאָלט	VAolt	_
11	shoyn	ADV	שױן	$WN	_
12	nisht	NEG	נישט	ny$t	_
13-14	oysgemakht	RP~VBN	אױסגעמאַכט	AWsgemAaxt	_
13	oys	RP	אױס	AWs	_
14	gemakht	VBN	געמאַכט	gemAaxt	_
15	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.30
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	vorem	WADV	װאָרעם	VAoreM	_
4	vos	WPRO	װאָס	VAos	_
5	kholile	INTJ	חלילה	Hlylh	_
6	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,63.31
1	gitl	NPR	גיטל	gytl	_
2	:	PUNC	:	:	_
3	shmekt	VBF	שמעקט	$mekt	_
4	ir	PRO	איר	Ayr	_
5	nisht	NEG	נישט	ny$t	_
6	dos	D	דאָס	dAos	_
7	esn	N	עסן	esN	_
8	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,63.32
1	dovid	NPR	דוד	dvd	_
2	noyekh	NPR	נח	nH	_
3	:	PUNC	:	:	_
4	dos	D	דאָס	dAos	_
5	iz	VBF	איז	Ayz	_
6	nisht-gut	ADJ	נישט-גוט	ny$t-gvt	_
7	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.34
1	gitl	NPR	גיטל	gytl	_
2	:	PUNC	:	:	_
3-4	kh'hob	PRO~HVF	כ'האָב	x'hAob	_
3	kh'	PRO	כ'	x'	_
4	hob	HVF	האָב	hAob	_
5	gezogt	VBN	געזאָגט	gezAogt	_
6	nokh	ADV	נאָך	nAoX	_
7-8	far-peysekh	P~NPR	פֿאַר-פּסח	fAar-psH	_
7	far-	P	פֿאַר	fAar	_
8	peysekh	NPR	-פּסח	-psH	_
9	,	PUNC	,	,	_
10	az	C	אַז	Aaz	_
11	me	PRO	מע	me	_
12	zol	MDF	זאָל	zAol	_
13	zi	PRO	זי	zy	_
14	farkoyfn	VB	פֿאַרקױפֿן	fAarkWfN	_
15	;	PUNC	;	;	_

SENT	1910E-GRINE-FELDER,64.35
1-2	kh'hob	PRO~VBF	כ'האָב	x'hAob	_
1	kh'	PRO	כ'	x'	_
2	hob	VBF	האָב	hAob	_
3	faynt	RP-N	פֿײַנט	fYant	_
4	,	PUNC	,	,	_
5	az	C	אַז	Aaz	_
6	me	PRO	מע	me	_
7	badarf	MDF	באַדאַרף	bAadAarF	_
8	a	D	אַ	Aa	_
9	beheyme	N	בהמה	bhmh	_
10	gebn	VB	געבן	gebN	_
11	unter	P	אונטער	Avnter	_
12	der	D	דער	der	_
13	noz	N	נאָז	nAoz	_
14	-	PUNC	-	-	_

SENT	1910E-GRINE-FELDER,64.36
1	nu	INTJ	נו	nv	_
2	,	PUNC	,	,	_
3	hot	HVF	האָט	hAot	_
4	er	PRO	ער	er	_
5	mikh	PRO	מיך	myX	_
6	nisht	NEG	נישט	ny$t	_
7	gefolgt	VBN	געפֿאָלגט	gefAolgt	_
8	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.37
1	hot	HVF	האָט	hAot	_
2	zi	PRO	זי	zy	_
3-4	ongehoybn	RP~VBN	אָנגעהױבן	AongehWbN	_
3	on	RP	אָנ	Aon	_
4	gehoybn	VBN	געהױבן	gehWbN	_
5	tsu	TO	צו	qv	_
6	hinken	VB	הינקען	hynkeN	_
7	;	PUNC	;	;	_
8	a	D	אַ	Aa	_
9	tsulog	N	צולאָג	qvlAog	_
10	tsu	P	צו	qv	_
11	di	D	די	dy	_
12	tsores	N	צרות	qrvS	_
13	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.38
1	elkone	NPR	אלקנה	Alknh	_
2	:	PUNC	:	:	_
3	vest	MDF	װעסט	Vest	_
4	tsu	P	צו	qv	_
5	ir	PRO	איר	Ayr	_
6	nisht	NEG	נישט	ny$t	_
7-8	tsuleygn	RP~VB	צולײגן	qvlYgN	_
7	tsu	RP	צו	qv	_
8	leygn	VB	לײגן	lYgN	_
9	der	D	דער	der	_
10	bobes	N$	באָבעס	bAobes	_
11	yerushe	N	ירושה	yrv$h	_
12	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.39
1	gitl	NPR	גיטל	gytl	_
2	:	PUNC	:	:	_
3	vi	WADV	װי	Vy	_
4	zogt	VBF	זאָגט	zAogt	_
5	mayn	PRO$	מײַן	mYaN	_
6	mame	N	מאַמע	mAame	_
7	:	PUNC	:	:	_

SENT	1910E-GRINE-FELDER,64.40
1	az	C	אַז	Aaz	_
2	got	NPR	גאָט	gAot	_
3	zitst	VBF	זיצט	zyqt	_
4	oybn	ADV	אױבן	AWbN	_
5	,	PUNC	,	,	_
6	iz	ADV	איז	Ayz	_
7	zol	MDF	זאָל	zAol	_
8	ikh	PRO	איך	AyX	_
9	mir	PRO	מיר	myr	_
10	leygn	VB	לײגן	lYgN	_
11	in	P	אין	AyN	_
12-13	dr'erd	D~N	דר'ערד	dr'erd	_
12	dr'	D	דר'	dr'	_
13	erd	N	ערד	erd	_
14	arayn	ADV	אַרײַן	AarYaN	_
15	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,64.41
1	elkone	NPR	אלקנה	Alknh	_
2	:	PUNC	:	:	_
3	az	C	אַז	Aaz	_
4	mayn	PRO$	מײַן	mYaN	_
5	yidene	N	ייִדענע	yyidene	_
6	varft	VBF	װאַרפֿט	VAarft	_
7	an	D	אַן	AaN	_
8	umkheyn	N	אומחן	AvmHN	_
9	oyf	P	אױף	AWF	_
10	a	D	אַ	Aa	_
11	zakh	N	זאַך	zAaX	_
12	,	PUNC	,	,	_
13	iz	VBF	איז	Ayz	_
14	shoyn	ADV	שױן	$WN	_
15	nisht	NEG	נישט	ny$t	_
16-18	ibertsumakhn	RP~TO~VB	איבערצומאַכן	AyberqvmAaxN	_
16	iber	RP	איבער	Ayber	_
17	tsu	TO	צו	qv	_
18	makhn	VB	מאַכן	mAaxN	_
19	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.42
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	ikh	PRO	איך	AyX	_
4	bin	VBF	בין	byN	_
5	oykh	ADV	אױך	AWX	_
6	azoy	ADV	אַזױ	AazW	_
7	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.43
1	zol	MDF	זאָל	zAol	_
2	mikh	PRO	מיך	myX	_
3	got	NPR	גאָט	gAot	_
4	nisht	NEG	נישט	ny$t	_
5	shtrofn	VB	שטראָפֿן	$trAofN	_
6	far	P	פֿאַר	fAar	_
7	di	D	די	dy	_
8	reyd	N	רײד	rYd	_
9	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.44
1	gitl	NPR	גיטל	gytl	_
2	:	PUNC	:	:	_
3	vos	WPRO	װאָס	VAos	_
4	hob	VBF	האָב	hAob	_
5	ikh	PRO	איך	AyX	_
6	mir	PRO	מיר	myr	_
7	do	ADV	דאָ	dAo	_
8	tsu	TO	צו	qv	_
9	leykenen	VB	לײקענען	lYkeneN	_
10	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,64.45
1	elkone	NPR	אלקנה	Alknh	_
2	:	PUNC	:	:	_
3	zi	PRO	זי	zy	_
4	hot	HVF	האָט	hAot	_
5-6	oyfn	P~D	אױפֿן	AWfN	_
5	oyf	P	אױפֿ	AWf	_
6	n	D	ן	N	_
7	melamed	N	מלמד	mlmd	_
8	oykh	ADV	אױך	AWX	_
9	gevorfn	VBN	געװאָרפֿן	geVAorfN	_
10	an	D	אַן	AaN	_
11	umkheyn	N	אומחן	AvmHN	_
12	,	PUNC	,	,	_

SENT	1910E-GRINE-FELDER,64.46
1	hob	HVF	האָב	hAob	_
2	ikh	PRO	איך	AyX	_
3	im	PRO	אים	AyM	_
4	gemuzt	MDN	געמוזט	gemvzt	_
5-6	durkhtraybn	RP~VB	דורכטרײַבן	dvrxtrYabN	_
5	durkh	RP	דורכ	dvrx	_
6	traybn	VB	טרײַבן	trYabN	_
7	,	PUNC	,	,	_

SENT	1910E-GRINE-FELDER,64.47
1	geyen	VBF	גײען	gYeN	_
2	take	ADV	טאַקע	tAake	_
3	di	D	די	dy	_
4	kinder	N	קינדער	kynder	_
5	arum	ADV	אַרום	AarvM	_
6	pust-un-pas	ADV	פּוסט-און-פּאַס	pvst-AvN-pAas	_
7	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.48
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	hot	HVF	האָט	hAot	_
4	ir	PRO	איר	Ayr	_
5	do	ADV	דאָ	dAo	_
6	ayer	PRO$	אײַער	AYaer	_
7	steren	NPR	סטערען	stereN	_
8	gezen	VBN	געזען	gezeN	_
9	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,64.49
1	elkone	NPR	אלקנה	Alknh	_
2	:	PUNC	:	:	_
3	vos	INTJ	װאָס	VAos	_
4	,	PUNC	,	,	_
5	gor	ADV	גאָר	gAor	_
6	do	ADV	דאָ	dAo	_
7	iz	VBF	איז	Ayz	_
8	zi	PRO	זי	zy	_
9	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,64.50
1	gitl	NPR	גיטל	gytl	_
2	:	PUNC	:	:	_
3	zi	PRO	זי	zy	_
4	hot	HVF	האָט	hAot	_
5	gezogt	VBN	געזאָגט	gezAogt	_
6	,	PUNC	,	,	_
7	az	C	אַז	Aaz	_
8	zi	PRO	זי	zy	_
9	vet	MDF	װעט	Vet	_
10	geyn	VB	גײן	gYN	_
11	tsinen	NPR	צינען	qyneN	_
12	a	D	אַ	Aa	_
13	bisl	N	ביסל	bysl	_
14	helfn	VB	העלפֿן	helfN	_
15	bay	P	בײַ	bYa	_
16	di	D	די	dy	_
17	kartofl	N	קאַרטאָפֿל	kAartAofl	_
18	,	PUNC	,	,	_

SENT	1910E-GRINE-FELDER,64.51
1	derfar	DR+P	דערפֿאַר	derfAar	_
2	vet	MDF	װעט	Vet	_
3	hersh	NPR	הערש	her$	_
4	ber	NPR	בער	ber	_
5	amol	ADV	אַמאָל	AamAol	_
6	epes	Q	עפּעס	epes	_
7	elkonen	NPR	אלקנהן	AlknhN	_
8-9	tsuhelfn	RP~VB	צוהעלפֿן	qvhelfN	_
8	tsu	RP	צו	qv	_
9	helfn	VB	העלפֿן	helfN	_
10	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.52
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	mir	PRO	מיר	myr	_
4	hobn	HVF	האָבן	hAobN	_
5	take	ADV	טאַקע	tAake	_
6	nor	FP	נאָר	nAor	_
7	vos	Q	װאָס	VAos	_
8	geredt	VBN	גערעדט	geredt	_
9	fun	P	פֿון	fvN	_
10	ir	PRO	איר	Ayr	_
11	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.53
1	gitl	NPR	גיטל	gytl	_
2	:	PUNC	:	:	_
3	tsi	C	צי	qy	_
4	veyst	VBF	װײסט	VYst	_
5	ir	PRO	איר	Ayr	_
6	gor	ADV	גאָר	gAor	_
7	vos	WPRO	װאָס	VAos	_
8	far	P	פֿאַר	fAar	_
9	a	D	אַ	Aa	_
10	goldn	ADJ	גאָלדן	gAoldN	_
11	kind	N	קינד	kynd	_
12	dos	D	דאָס	dAos	_
13	iz	VBF	איז	Ayz	_
14	,	PUNC	,	,	_
15	ven	C	װען	VeN	_
16	tsine	NPR	צינע	qyne	_
17	zol	MDF	זאָל	zAol	_
18	zi	PRO	זי	zy	_
19	nor	FP	נאָר	nAor	_
20	nisht	NEG	נישט	ny$t	_
21	tselozn	VB	צעלאָזן	qelAozN	_
22	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.54
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	vos	WPRO	װאָס	VAos	_
4	heyst	VBF	הײסט	hYst	_
5	?	PUNC	?	?	_

SENT	1910E-GRINE-FELDER,64.55
1	elkone	NPR	אלקנה	Alknh	_
2	:	PUNC	:	:	_
3	kha-kha	INTJ	כאַ-כאַ	xAa-xAa	_
4	,	PUNC	,	,	_
5	tsine	NPR	צינע	qyne	_
6	iz	VBF	איז	Ayz	_
7	a	D	אַ	Aa	_
8	groyse	ADJ	גרױסע	grWse	_
9	shtiferke	N	שטיפֿערקע	$tyferke	_
10	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.56
1	rokhl	NPR	רחל	rHl	_
2	:	PUNC	:	:	_
3	ir	PRO	איר	Ayr	_
4	zolt	MDF	זאָלט	zAolt	_
5	azoyns	N	אַזױנס	AazWns	_
6	zogn	VB	זאָגן	zAogN	_
7	...	PUNC	...	...	_

SENT	1910E-GRINE-FELDER,64.57
1	dovid	NPR	דוד	dvd	_
2	noyekh	NPR	נח	nH	_
3	:	PUNC	:	:	_
4	ikh	PRO	איך	AyX	_
5	hob	HVF	האָב	hAob	_
6	oykh	ADV	אױך	AWX	_
7	gezogt	VBN	געזאָגט	gezAogt	_
8	dos	D	דאָס	dAos	_
9	eygene	N	אײגענע	AYgene	_
10	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.58
1	host	HVF	האָסט	hAost	_
2	zi	PRO	זי	zy	_
3	tsu	ADV	צו	qv	_
4	fil	Q	פֿיל	fyl	_
5	tselozn	VBN	צעלאָזן	qelAozN	_
6	.	PUNC	.	.	_

SENT	1910E-GRINE-FELDER,64.59
1	take	ADV	טאַקע	tAake	_
2	a	D	אַ	Aa	_
3	bas-yekhide	N	בת-יחידה	bS-yHydh	_
4	,	PUNC	,	,	_

SENT	1910E-GRINE-FELDER,64.60
1	ober	CONJ	אָבער	Aober	_
2	vos	WPRO	װאָס	VAos	_
